id,name,categories,difficulty,solved
1326F1,"Wise Men (Easy Version)","bitmasks;brute force;dp;meet-in-the-middle",2600,544
1326E,"Bombs","data structures;two pointers",2400,1442
1326D2,"Prefix-Suffix Palindrome (Hard version)","binary search;greedy;hashing;string suffix structures;strings",1800,6568
1326D1,"Prefix-Suffix Palindrome (Easy version)","hashing;string suffix structures;strings",1500,8755
1326C,"Permutation Partitions","combinatorics;greedy;math",1300,12105
1326B,"Maximums","implementation;math",900,18358
1326A,"Bad Ugly Numbers","constructive algorithms;number theory",1000,19808
1325F,"Ehab's Last Theorem","constructive algorithms;dfs and similar;graphs;greedy",2500,1132
1325E,"Ehab's REAL Number Theory Problem","brute force;dfs and similar;graphs;number theory;shortest paths",2600,1285
1325D,"Ehab the Xorcist","bitmasks;constructive algorithms;greedy;number theory",1700,8120
1325C,"Ehab and Path-etic MEXs","constructive algorithms;dfs and similar;greedy;trees",1500,9841
1325B,"CopyCopyCopyCopyCopy","greedy;implementation",800,23490
1325A,"EhAb AnD gCd","constructive algorithms;greedy;number theory",800,23495
1324F,"Maximum White Subtree","dfs and similar;dp;graphs;trees",1800,4904
1324E,"Sleeping Schedule","dp;implementation",1700,7610
1324D,"Pair of Topics","binary search;data structures;sortings;two pointers",1400,14591
1324C,"Frog Jumps","binary search;data structures;dfs and similar;greedy;implementation",1100,17916
1324B,"Yet Another Palindrome Problem","brute force;strings",1100,18459
1324A,"Yet Another Tetris Problem","implementation;number theory",900,19427
1323B,"Count Subrectangles","binary search;greedy;implementation",1500,6624
1323A,"Even Subset Sum Problem","brute force;dp;greedy;implementation",800,15304
1322F,"Assigning Fares","dp;trees",3500,36
1322E,"Median Mountain Range","data structures",3300,100
1322D,"Reality Show","bitmasks;dp",2800,370
1322C,"Instant Noodles","graphs;hashing;math;number theory",2300,1300
1322B,"Present","binary search;bitmasks;constructive algorithms;data structures;math;sortings",2100,2637
1322A,"Unusual Competitions","greedy",1300,9904
1321C,"Remove Adjacent","brute force;constructive algorithms;greedy;strings",1600,7057
1321A,"Contest for Robots","greedy",900,11625
1320F,"Blocks and Sensors","brute force",3500,47
1320E,"Treeland and Viruses","data structures;dfs and similar;dp;shortest paths;trees",3000,347
1320D,"Reachable Strings","data structures;hashing;strings",2500,814
1320C,"World of Darkraft: Battle for Azathoth","brute force;data structures;sortings",2000,2294
1320B,"Navigation System","dfs and similar;graphs;shortest paths",1700,4648
1320A,"Journey Planning","data structures;dp;greedy;math;sortings",1400,11296
1316F,"Battalion Strength","data structures;divide and conquer;probabilities",2800,314
1316E,"Team Building","bitmasks;dp;greedy;sortings",2300,1828
1316D,"Nash Matrix","constructive algorithms;dfs and similar;graphs;implementation",2000,2608
1316C,"Primitive Primes","constructive algorithms;math;ternary search",1800,5730
1316B,"String Modification","brute force;constructive algorithms;implementation;sortings;strings",1400,8535
1316A,"Grade Allocation","implementation",800,15643
1315C,"Restoring Permutation","greedy",1200,7134
1315B,"Homecoming","binary search;dp;greedy;strings",1300,6775
1315A,"Dead Pixel","implementation",800,9861
1313E,"Concatenation with intersection","data structures;hashing;strings;two pointers",2700,294
1313D,"Happy New Year","bitmasks;dp;implementation",2500,555
1313C2,"Skyscrapers (hard version)","data structures;dp;greedy",1900,4323
1313C1,"Skyscrapers (easy version)","brute force;data structures;dp;greedy",1500,7336
1313B,"Different Rules","constructive algorithms;greedy;implementation;math",1700,5249
1313A,"Fast Food Restaurant","brute force;greedy;implementation",900,12258
1312G,"Autocompletion","data structures;dfs and similar;dp",2600,522
1312F,"Attack on Red Kingdom","games;two pointers",2500,478
1312E,"Array Shrinking","dp;greedy",2100,3514
1312D,"Count the Arrays","combinatorics;math",1700,6338
1312C,"Adding Powers","bitmasks;greedy;implementation;math;number theory;ternary search",1400,11356
1312B,"Bogosort","constructive algorithms;sortings",1000,16961
1312A,"Two Regular Polygons","geometry;greedy;math;number theory",800,19572
1311F,"Moving Points","data structures;divide and conquer;implementation;sortings",1900,2665
1311E,"Construct the Binary Tree","brute force;constructive algorithms;trees",2200,1433
1311D,"Three Integers","brute force;math",2000,6254
1311C,"Perform the Combo","brute force",1300,11906
1311B,"WeirdSort","dfs and similar;sortings",1200,13836
1311A,"Add Odd or Subtract Even","greedy;implementation;math",800,25175
1310F,"Bad Cryptography","math;number theory",3400,38
1310E,"Strange Function","dp",2900,121
1310D,"Tourism","dp;graphs;probabilities",2300,827
1310C,"Au Pont Rouge","binary search;dp;strings",2800,233
1310B,"Double Elimination","dp;implementation",2500,375
1310A,"Recommendations","data structures;greedy;sortings",1700,3798
1307G,"Cow and Exercise","flows;graphs;shortest paths",3100,209
1307F,"Cow and Vacation","dfs and similar;dsu;trees",3300,289
1307E,"Cow and Treats","binary search;combinatorics;dp;greedy;implementation;math",2500,823
1307D,"Cow and Fields","binary search;data structures;dfs and similar;graphs;greedy;shortest paths;sortings",1900,4292
1307C,"Cow and Message","brute force;dp;math;strings",1500,8601
1307B,"Cow and Friend","geometry;greedy;math",1300,10136
1307A,"Cow and Haybales","greedy;implementation",800,12912
1305H,"Kuroni the Private Tutor","binary search;greedy",3500,40
1305G,"Kuroni and Antihype","bitmasks;brute force;dp;dsu;graphs",3500,289
1305F,"Kuroni and the Punishment","math;number theory;probabilities",2500,1295
1305E,"Kuroni and the Score Distribution","constructive algorithms;greedy;implementation;math",2200,2251
1305D,"Kuroni and the Celebration","constructive algorithms;dfs and similar;interactive;trees",1900,3658
1305C,"Kuroni and Impossible Calculation","brute force;combinatorics;math;number theory",1600,9052
1305B,"Kuroni and Simple Strings","constructive algorithms;greedy;strings;two pointers",1200,8949
1305A,"Kuroni and the Gifts","brute force;constructive algorithms;greedy;sortings",800,11922
1304F2,"Animal Observation (hard version)","data structures;dp;greedy",2400,830
1304F1,"Animal Observation (easy version)","data structures;dp",2300,1073
1304E,"1-Trees and Queries","data structures;dfs and similar;shortest paths;trees",2000,3314
1304D,"Shortest and Longest LIS","constructive algorithms;graphs;greedy;two pointers",1800,4693
1304C,"Air Conditioner","dp;greedy;implementation;sortings;two pointers",1500,10887
1304B,"Longest Palindrome","brute force;constructive algorithms;greedy;implementation;strings",1100,13881
1304A,"Two Rabbits","math",800,19204
1303G,"Sum of Prefix Sums","data structures;divide and conquer;geometry;trees",2700,377
1303F,"Number of Components","dsu;implementation",2800,361
1303E,"Erase Subsequences","dp;strings",2200,1843
1303D,"Fill The Bag","bitmasks;greedy",1900,4841
1303C,"Perfect Keyboard","dfs and similar;greedy;implementation",1600,8560
1303B,"National Project","math",1400,11667
1303A,"Erasing Zeroes","implementation;strings",800,19231
1302J,"Keep talking and nobody explodes -- hard","unknown",-1,8
1302I,"Deja vu","unknown",-1,1
1302H,"Who needs suffix structures?","unknown",-1,8
1302G,"Keep talking and nobody explodes -- medium","unknown",-1,22
1302F,"Keep talking and nobody explodes -- easy","bitmasks;brute force;expression parsing",-1,67
1302E,"Amazing bitset","unknown",-1,43
1302D,"Dijkstra","unknown",-1,81
1302C,"Segment tree or Fenwick?","data structures",-1,358
1302B,"DAG","constructive algorithms",-1,137
1302A,"Nash equilibrium","unknown",-1,286
1301F,"Super Jaber","dfs and similar;graphs;implementation;shortest paths",2600,703
1301E,"Nanosoft","binary search;data structures;dp;implementation",2500,866
1301D,"Time to Run","constructive algorithms;graphs;implementation",2000,3144
1301C,"Ayoub's function","binary search;combinatorics;greedy;math;strings",1700,6967
1301B,"Motarack's Birthday","binary search;greedy;ternary search",1500,10474
1301A,"Three Strings","implementation;strings",800,15990
1300B,"Assigning to Classes","greedy;implementation;sortings",1000,14461
1300A,"Non-zero","implementation;math",800,17193
1299E,"So Mean","interactive;math",3400,74
1299D,"Around the World","bitmasks;combinatorics;dfs and similar;dp;graphs;graphs;math;trees",3000,230
1299C,"Water Balance","data structures;geometry;greedy",2100,2706
1299B,"Aerodynamic","geometry",1800,4236
1299A,"Anu Has a Function","brute force;greedy;math",1500,9184
1297I,"Falling Blocks","*special problem;data structures",-1,15
1297H,"Paint the String","*special problem;dp;strings",-1,18
1297G,"M-numbers","*special problem;dp;math",-1,51
1297F,"Movie Fan","*special problem;data structures;greedy;implementation;sortings",-1,96
1297E,"Modernization of Treeland","*special problem;dfs and similar;trees",-1,161
1297D,"Bonus Distribution","*special problem;binary search;greedy;sortings",-1,233
1297C,"Dream Team","*special problem;greedy",-1,358
1297B,"Cartoons","*special problem;implementation;sortings",-1,340
1297A,"Likes Display","*special problem;implementation",-1,818
1296F,"Berland Beauty","constructive algorithms;dfs and similar;greedy;sortings;trees",2100,1961
1296E2,"String Coloring (hard version)","data structures;dp",2000,3398
1296E1,"String Coloring (easy version)","constructive algorithms;dp;graphs;greedy;sortings",1800,4945
1296D,"Fight with Monsters","greedy;sortings",1500,10306
1296C,"Yet Another Walking Robot","data structures;implementation",1500,10769
1296B,"Food Buying","math",900,20115
1296A,"Array with Odd Sum","math",800,23947
1295F,"Good Contest","combinatorics;dp;probabilities",2700,562
1295E,"Permutation Separation","data structures;divide and conquer",2200,1739
1295D,"Same GCDs","math;number theory",1800,5699
1295C,"Obtain The String","dp;greedy;strings",1600,8870
1295B,"Infinite Prefixes","math;strings",1700,7264
1295A,"Display The Number","greedy",900,17231
1294F,"Three Paths on a Tree","dfs and similar;dp;greedy;trees",2000,3436
1294E,"Obtain a Permutation","greedy;implementation;math",1900,3709
1294D,"MEX maximizing","data structures;greedy;implementation;math",1600,8235
1294C,"Product of Three Numbers","greedy;math;number theory",1300,17673
1294B,"Collecting Packages","implementation;sortings",1200,15897
1294A,"Collecting Coins","math",800,25104
1293B,"JOE is on TV!","combinatorics;greedy;math",1000,15622
1293A,"ConneR and the A.R.C. Markland-N","binary search;brute force;implementation",1100,12332
1292F,"Nora's Toy Boxes","bitmasks;combinatorics;dp",3500,111
1292E,"Rin and The Unknown Flower","constructive algorithms;greedy;interactive;math",3500,133
1292D,"Chaotic V.","dp;graphs;greedy;math;number theory;trees",2700,548
1292C,"Xenon's Attack on the Gangs","combinatorics;dfs and similar;dp;greedy;trees",2300,1387
1292B,"Aroma's Search","brute force;constructive algorithms;geometry;greedy;implementation",1700,4558
1292A,"NEKO's Maze Game","data structures;dsu;implementation",1400,10425
1291F,"Coffee Varieties (easy version)","graphs;interactive",2800,220
1291B,"Array Sharpening","greedy;implementation",1300,10512
1291A,"Even But Not Even","greedy;math;strings",900,14508
1290F,"Making Shapes","dp",3500,72
1290E,"Cartesian Tree","data structures",3300,116
1290D,"Coffee Varieties (hard version)","constructive algorithms;graphs;interactive",3000,297
1290C,"Prefix Enlightenment","dfs and similar;dsu;graphs",2400,1028
1290B,"Irreducible Anagrams","binary search;constructive algorithms;data structures;strings;two pointers",1800,3594
1290A,"Mind Control","brute force;data structures;implementation",1600,6690
1288F,"Red-Blue Graph","constructive algorithms;flows",2900,222
1288E,"Messenger Simulator","data structures",2000,2318
1288D,"Minimax Problem","binary search;bitmasks;dp",2000,4328
1288C,"Two Arrays","combinatorics;dp",1600,8070
1288B,"Yet Another Meme Problem","math",1100,13276
1288A,"Deadline","binary search;brute force;math;ternary search",1100,13763
1287B,"Hyperset","brute force;data structures;implementation",1500,7391
1287A,"Angry Students","greedy;implementation",800,15891
1286F,"Harry The Potter","brute force;constructive algorithms;dp;fft;implementation;math",3100,115
1286E,"Fedya the Potter Strikes Back","data structures;strings",3200,121
1286D,"LCC","data structures;math;matrices;probabilities",3100,286
1286C2,"Madhouse (Hard version)","brute force;constructive algorithms;hashing;interactive;math",2800,387
1286C1,"Madhouse (Easy version)","brute force;constructive algorithms;interactive;math",2400,858
1286B,"Numbers on Tree","constructive algorithms;data structures;dfs and similar;graphs;greedy;trees",1800,3289
1286A,"Garland","dp;greedy;sortings",1800,6049
1285F,"Classical?","binary search;combinatorics;number theory",2900,545
1285E,"Delete a Segment","brute force;constructive algorithms;data structures;dp;graphs;sortings;trees;two pointers",2300,1191
1285D,"Dr. Evil Underscores","bitmasks;brute force;dfs and similar;divide and conquer;dp;greedy;strings;trees",1900,5111
1285C,"Fadi and LCM","brute force;math;number theory",1400,13412
1285B,"Just Eat It!","dp;greedy;implementation",1300,13797
1285A,"Mezo Playing Zoma","math",800,20956
1284G,"Seollal","graphs",3300,66
1284F,"New Year and Social Network","data structures;graph matchings;graphs;math;trees",3200,177
1284E,"New Year and Castle Construction","combinatorics;geometry;math;sortings",2500,793
1284D,"New Year and Conference","binary search;data structures;hashing;sortings",2100,2298
1284C,"New Year and Permutation","combinatorics;math",1600,6120
1284B,"New Year and Ascent Sequence","binary search;combinatorics;data structures;dp;implementation;sortings",1400,8485
1284A,"New Year and Naming","implementation;strings",800,15906
1283F,"DIY Garland","constructive algorithms;greedy;trees",2200,1030
1283E,"New Year Parties","dp;greedy",1800,4444
1283D,"Christmas Trees","graphs;greedy;shortest paths",1800,5108
1283C,"Friends and Gifts","constructive algorithms;data structures;math",1500,9147
1283B,"Candies Division","math",900,16100
1283A,"Minutes Before the New Year","math",800,23803
1282E,"The Cake Is a Lie","constructive algorithms;data structures;dfs and similar;graphs",2400,734
1282D,"Enchanted Artifact","constructive algorithms;interactive;strings",2300,1580
1282C,"Petya and Exam","greedy;sortings;two pointers",1800,3330
1282B2,"K for the Price of One (Hard Version)","dp;greedy;sortings",1600,7371
1282B1,"K for the Price of One (Easy Version)","dp;greedy;sortings",1400,8568
1282A,"Temporarily unavailable","implementation;math",900,11957
1281B,"Azamon Web Services","greedy",1600,6122
1281A,"Suffix Three","implementation",800,14951
1280F,"Intergalactic Sliding Puzzle","combinatorics;constructive algorithms;math",3400,35
1280E,"Kirchhoff's Current Loss","math",2900,115
1280D,"Miss Punyverse","dp;greedy;trees",2500,471
1280C,"Jeremy Bearimy","dfs and similar;graphs;greedy;trees",2000,1777
1280B,"Beingawesomeism","implementation;math",1800,2893
1280A,"Cut and Paste","implementation;math",1700,3878
1279F,"New Year and Handle Change","binary search;dp",2800,438
1279E,"New Year Permutations","combinatorics;dp",2700,239
1279D,"Santa's Bot","combinatorics;math;probabilities",1700,4076
1279C,"Stack of Presents","data structures;implementation",1400,8494
1279B,"Verse For Santa","binary search;brute force;implementation",1300,10189
1279A,"New Year Garland","math",900,13126
1278F,"Cards","combinatorics;dp;math;number theory;probabilities",2600,762
1278E,"Tests for problem D","constructive algorithms;dfs and similar;divide and conquer;trees",2200,1263
1278D,"Segment Tree","data structures;dsu;graphs;trees",2100,2666
1278C,"Berry Jam","data structures;dp;greedy;implementation",1700,5814
1278B,"A and B","greedy;math",1500,9234
1278A,"Shuffle Hashing","brute force;implementation;strings",1000,11109
1277D,"Let's Play the Words?","data structures;hashing;implementation;math",1900,2377
1277B,"Make Them Odd","greedy;number theory",1200,9385
1277A,"Happy Birthday, Polycarp!","implementation",1000,9827
1276F,"Asterisk Substrings","string suffix structures",3400,128
1276E,"Four Stones","constructive algorithms",3500,39
1276D,"Tree Elimination","dp;trees",2900,220
1276C,"Beautiful Rectangle","brute force;combinatorics;constructive algorithms;data structures;greedy;math",2300,1061
1276B,"Two Fairs","combinatorics;dfs and similar;dsu;graphs",1900,3322
1276A,"As Simple as One and Two","dp;greedy",1400,8923
1275F,"Шардирование постов","*special problem;binary search;interactive",-1,91
1275E3,"Контрольная сумма","*special problem",-1,56
1275E2,"Контрольная сумма","*special problem",-1,130
1275E1,"Контрольная сумма","*special problem",-1,254
1275D,"Storage2","*special problem",-1,419
1275C,"#define Задача B ...","*special problem",-1,656
1275B,"Code Review","*special problem",-1,808
1275A,"Скрытый друг","*special problem",-1,871
1272F,"Two Bracket Sequences","dp;strings;two pointers",2200,1151
1272E,"Nearest Opposite Parity","dfs and similar;graphs;shortest paths",1900,3666
1272D,"Remove One Element","brute force;dp",1500,9779
1272C,"Yet Another Broken Keyboard","combinatorics;dp;implementation",1200,14462
1272B,"Snow Walking Robot","constructive algorithms;greedy;implementation",1200,10260
1272A,"Three Friends","brute force;greedy;math;sortings",900,15114
1271F,"Divide The Students","brute force",2700,112
1271E,"Common Number","binary search;combinatorics;dp;math",2100,2248
1271D,"Portals","data structures;dp;greedy;implementation;sortings",2100,1762
1271C,"Shawarma Tent","brute force;geometry;greedy;implementation",1300,7952
1271B,"Blocks","greedy;math",1300,8380
1271A,"Suits","brute force;greedy;math",800,12447
1270I,"Xor on Figures","constructive algorithms;fft;math",3500,103
1270H,"Number of Components","data structures",3300,203
1270G,"Subset with Zero Sum","constructive algorithms;dfs and similar;graphs;math",2700,956
1270F,"Awesome Substrings","math;strings",2600,658
1270E,"Divide Points","constructive algorithms;geometry;math",2300,1576
1270D,"Strange Device","constructive algorithms;interactive;math;sortings",1900,3591
1270C,"Make Good","bitmasks;constructive algorithms;math",1400,9826
1270B,"Interesting Subarray","constructive algorithms;greedy;math",1200,11959
1270A,"Card Game","games;greedy;math",800,14452
1269B,"Modulo Equality","brute force;sortings",1500,7055
1269A,"Equation","brute force;math",800,14466
1268E,"Happy Cactus","dp",3400,91
1268D,"Invertation in Tournament","brute force;divide and conquer;graphs;math",3200,174
1268C,"K Integers","binary search;data structures",2300,1203
1268B,"Domino for Young","dp;greedy;math",2000,4121
1268A,"Long Beautiful Integer","constructive algorithms;greedy;implementation;strings",1700,6545
1267L,"Lexicography","constructive algorithms;strings",1800,1924
1267K,"Key Storage","combinatorics;math",2100,1180
1267J,"Just Arrange the Icons","greedy;implementation;math",1800,1724
1267I,"Intriguing Selection","brute force;constructive algorithms;implementation;interactive;sortings",2600,468
1267H,"Help BerLine","constructive algorithms",3200,46
1267G,"Game Relics","math;probabilities",3000,209
1267F,"Foolprüf Security","graphs",2600,304
1267E,"Elections","greedy",1700,2038
1267D,"DevOps Best Practices","constructive algorithms",2800,137
1267C,"Cactus Revenge","constructive algorithms",3500,338
1267B,"Balls of Buma","unknown",900,2508
1267A,"Apprentice Learning Trajectory","unknown",2400,552
1266H,"Red-Blue Graph","dp;graphs;math;matrices;meet-in-the-middle",3400,33
1266G,"Permutation Concatenation","string suffix structures",3300,73
1266F,"Almost Same Distance","dfs and similar;graphs",2900,201
1266E,"Spaceship Solitaire","data structures;greedy;implementation",2100,1650
1266D,"Decreasing Debts","constructive algorithms;data structures;graphs;greedy;implementation;math;two pointers",2000,2811
1266C,"Diverse Matrix","constructive algorithms;greedy;math;number theory",1400,7486
1266B,"Dice Tower","constructive algorithms;math",1000,10252
1266A,"Competitive Programmer","chinese remainder theorem;math",1000,10493
1265E,"Beautiful Mirrors","data structures;dp;math;probabilities",2100,1868
1265B,"Beautiful Numbers","data structures;implementation;math;two pointers",1300,9374
1265A,"Beautiful String","constructive algorithms;greedy",1000,11608
1264F,"Beautiful Fibonacci Problem","constructive algorithms;number theory",3500,144
1264E,"Beautiful League","constructive algorithms;flows;graph matchings",2700,300
1264D2,"Beautiful Bracket Sequence (hard version)","combinatorics;probabilities",2900,287
1264D1,"Beautiful Bracket Sequence (easy version)","combinatorics;dp;probabilities",2600,645
1264C,"Beautiful Mirrors with queries","data structures;probabilities",2400,810
1264B,"Beautiful Sequence","brute force;constructive algorithms;greedy",1900,4535
1264A,"Beautiful Regional Contest","greedy;implementation",1500,8105
1263F,"Economic Difficulties","data structures;dfs and similar;dp;flows;graphs;trees",2400,592
1263E,"Editor","data structures;implementation",2100,2015
1263D,"Secret Passwords","dfs and similar;dsu;graphs",1500,8397
1263C,"Everyone is a Winner!","binary search;math;meet-in-the-middle;number theory",1400,9499
1263B,"PIN Codes","greedy;implementation",1400,8387
1263A,"Sweet Problem","math",1100,12235
1261F,"Xor-Set","bitmasks;divide and conquer;math",3100,163
1260F,"Colored Tree","data structures;trees",2700,272
1260E,"Tournament","brute force;dp;greedy",2400,1179
1260D,"A Game with Traps","binary search;dp;greedy;sortings",1900,2840
1260C,"Infinite Fence","greedy;math;number theory",1700,6267
1260B,"Obtain Two Zeroes","binary search;math",1300,10978
1260A,"Heating","math",1000,10465
1257G,"Divisor Set","divide and conquer;fft;greedy;math;number theory",2600,386
1257F,"Make Them Similar","bitmasks;brute force;hashing;meet-in-the-middle",2400,1360
1257E,"The Contest","data structures;dp;greedy",2000,3155
1257D,"Yet Another Monster Killing Problem","binary search;data structures;dp;greedy;sortings;two pointers",1700,5638
1257C,"Dominated Subarray","greedy;implementation;sortings;strings;two pointers",1200,11691
1257B,"Magic Stick","math",1000,13886
1257A,"Two Rival Students","greedy;math",800,16875
1256F,"Equalizing Two Strings","constructive algorithms;sortings;strings",2000,2199
1256E,"Yet Another Division Into Teams","dp;greedy;sortings",2000,2720
1256D,"Binary String Minimizing","greedy",1500,8623
1256C,"Platforms Jumping","greedy",1700,5272
1256B,"Minimize the Permutation","greedy",1400,9775
1256A,"Payment Without Change","math",1000,18823
1255C,"League of Leesins","constructive algorithms;implementation",1600,5192
1255B,"Fridge Lockers","graphs;implementation",1100,9104
1255A,"Changing Volume","math",800,13817
1254E,"Send Tree to Charlie","combinatorics;dfs and similar;dsu;trees",3300,150
1254D,"Tree Queries","data structures;probabilities;trees",2700,615
1254C,"Point Ordering","constructive algorithms;geometry;interactive;math",2300,940
1254B2,"Send Boxes to Alice (Hard Version)","constructive algorithms;greedy;math;number theory;ternary search;two pointers",2100,2162
1254B1,"Send Boxes to Alice (Easy Version)","constructive algorithms;greedy;math;number theory;ternary search;two pointers",1800,3197
1254A,"Feeding Chicken","constructive algorithms;greedy;implementation",1700,4049
1253F,"Cheap Robot","binary search;dsu;graphs;shortest paths;trees",2500,796
1253E,"Antenna Coverage","data structures;dp;greedy;sortings",2200,1988
1253D,"Harmonious Graph","constructive algorithms;dfs and similar;dsu;graphs;greedy;sortings",1700,6176
1253C,"Sweets Eating","dp;greedy;math;sortings",1500,9355
1253B,"Silly Mistake","greedy;implementation",1400,8411
1253A,"Single Push","implementation",1000,12816
1252L,"Road Construction","flows;graphs",2300,424
1252K,"Addition Robot","data structures;math;matrices",2100,1307
1252J,"Tiling Terrace","brute force;dp",2300,520
1252I,"Mission Possible","unknown",3000,24
1252H,"Twin Buildings","greedy;implementation",1800,2060
1252G,"Performance Review","data structures",2100,996
1252F,"Regular Forestation","hashing;trees",2400,566
1252E,"Songwriter","greedy;two pointers",2200,916
1252D,"Find String in a Grid","data structures;dp;strings;trees",3000,168
1252C,"Even Path","data structures;implementation",1600,2748
1252B,"Cleaning Robots","dp;trees",2300,369
1252A,"Copying Homework","unknown",1000,4353
1251F,"Red-White Fence","combinatorics;fft",2500,450
1251E2,"Voting (Hard Version)","binary search;data structures;greedy",2400,1457
1251E1,"Voting (Easy Version)","data structures;dp;greedy",2300,1345
1251D,"Salary Changing","binary search;greedy;sortings",1900,4113
1251C,"Minimize The Integer","greedy;two pointers",1600,7970
1251B,"Binary Palindromes","greedy;strings",1400,8232
1251A,"Broken Keyboard","brute force;strings;two pointers",1000,13023
1250N,"Wires","dfs and similar;graphs;greedy",2000,1232
1250M,"SmartGarden","constructive algorithms;divide and conquer",2500,276
1250L,"Divide The Students","binary search;greedy;math",1500,2767
1250K,"Projectors","flows;graphs",3100,70
1250J,"The Parade","binary search;greedy",1800,1973
1250I,"Show Must Go On","binary search;brute force;greedy;shortest paths",3100,98
1250H,"Happy Birthday","math",1500,2932
1250G,"Discarding Game","dp;greedy;two pointers",2300,566
1250F,"Data Center","brute force;implementation",800,5066
1250E,"The Coronation","graphs;implementation",2300,618
1250D,"Conference Problem","dp",3000,65
1250C,"Trip to Saint Petersburg","data structures",2100,1016
1250B,"The Feast and the Bus","brute force;constructive algorithms;greedy;math",1800,1944
1250A,"Berstagram","implementation",1400,2932
1249F,"Maximum Weight Subset","dp;trees",2200,1237
1249E,"By Elevator or Stairs?","dp;shortest paths",1700,5958
1249D2,"Too Many Segments (hard version)","data structures;greedy;sortings",1800,3328
1249D1,"Too Many Segments (easy version)","greedy",1800,3359
1249C2,"Good Numbers (hard version)","binary search;greedy;math;meet-in-the-middle",1500,8795
1249C1,"Good Numbers (easy version)","brute force;greedy;implementation",1300,10672
1249B2,"Books Exchange (hard version)","dfs and similar;dsu;math",1300,11334
1249B1,"Books Exchange (easy version)","dsu;math",1000,14532
1249A,"Yet Another Dividing into Teams","math",800,17575
1248D1,"The World Is Just a Programming Task (Easy Version)","brute force;dp;greedy;implementation",2000,1835
1248B,"Grow The Tree","greedy;math;sortings",900,12070
1248A,"Integer Points","geometry;math",1000,11022
1246F,"Cursor Distance","unknown",3500,58
1245F,"Daniel and Spring Cleaning","bitmasks;brute force;combinatorics;dp",2300,1220
1245E,"Hyakugoku and Ladders","dp;probabilities;shortest paths",2300,883
1245D,"Shichikuji and Power Grid","dsu;graphs;greedy;shortest paths;trees",1900,3968
1245C,"Constanze's Machine","dp",1400,10706
1245B,"Restricted RPS","constructive algorithms;dp;greedy",1200,10596
1245A,"Good ol' Numbers Coloring","math;number theory",1000,11575
1244G,"Running in Pairs","constructive algorithms;greedy;math",2400,985
1244F,"Chips","constructive algorithms;implementation",2300,1041
1244E,"Minimizing Difference","binary search;constructive algorithms;greedy;sortings;ternary search;two pointers",2000,3411
1244D,"Paint the Tree","brute force;constructive algorithms;dp;graphs;implementation;trees",1800,5299
1244C,"The Football Season","brute force;math;number theory",2000,5607
1244B,"Rooms and Staircases","brute force;implementation",1000,11209
1244A,"Pens and Pencils","math",800,15218
1243B2,"Character Swap (Hard Version)","strings",1600,5580
1243B1,"Character Swap (Easy Version)","strings",1000,11533
1243A,"Maximum Square","implementation",800,12911
1242E,"Planar Perimeter","constructive algorithms;graphs",3200,64
1242D,"Number Discovery","math",3400,111
1242C,"Sum Balance","bitmasks;dfs and similar;dp;graphs",2400,1094
1242B,"0-1 MST","dfs and similar;dsu;graphs;sortings",1900,4399
1242A,"Tile Painting","constructive algorithms;math;number theory",1500,9535
1240F,"Football","graphs",3100,86
1239F,"Swiper, no swiping!","graphs;implementation",3400,88
1239E,"Turtle","dp;implementation",3100,305
1239D,"Catowice City","2-sat;dfs and similar;graph matchings;graphs",2400,1094
1239C,"Queue in the Train","data structures;greedy;implementation",2300,1004
1239B,"The World Is Just a Programming Task (Hard Version)","implementation",2500,773
1239A,"Ivan the Fool and the Probability Theory","combinatorics;dp;math",1700,5696
1238G,"Adilbek and the Watering System","data structures;greedy;sortings",2700,254
1238F,"The Maximum Subtree","dfs and similar;dp;graphs;trees",2200,1145
1238E,"Keyboard Purchase","bitmasks;dp",2200,1816
1238D,"AB-string","binary search;combinatorics;dp;strings",1900,4330
1238C,"Standard Free2play","dp;greedy;math",1600,5769
1238B,"Kill `Em All","greedy;sortings",1300,10269
1238A,"Prime Subtraction","math;number theory",900,16508
1237H,"Balanced Reversals","constructive algorithms",3300,143
1237G,"Balanced Distribution","data structures;dp;greedy",3500,52
1237F,"Balanced Domino Placements","combinatorics;dp",2600,503
1237E,"Balanced Binary Search Trees","dp;math",2400,900
1237D,"Balanced Playlist","binary search;data structures;implementation",2000,2863
1237C2,"Balanced Removals (Harder)","binary search;constructive algorithms;divide and conquer;greedy;implementation;sortings",1900,3246
1237C1,"Balanced Removals (Easier)","constructive algorithms;geometry;greedy",1700,4813
1237B,"Balanced Tunnel","data structures;sortings;two pointers",1300,9774
1237A,"Balanced Rating Changes","implementation;math",1000,11925
1236F,"Alice and the Cactus","dfs and similar;graphs;math;probabilities",3000,75
1236E,"Alice and the Unfair Game","binary search;data structures;dp;dsu",2500,473
1236D,"Alice and the Doll","brute force;data structures;greedy;implementation",2300,1419
1236C,"Labs","constructive algorithms;greedy;implementation",1300,7941
1236B,"Alice and the List of Presents","combinatorics;math",1500,8201
1236A,"Stones","brute force;greedy;math",800,13339
1234F,"Yet Another Substring Reverse","bitmasks;dp",2200,1573
1234E,"Special Permutations","math",2000,1963
1234D,"Distinct Characters Queries","data structures",1600,8577
1234C,"Pipes","dp;implementation",1500,9049
1234B2,"Social Network (hard version)","data structures;implementation",1300,12271
